epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(5, 1)",-OLOGIES,15,"(400,)",False,"The abnormal branch of this field studies mental disorders, deviance & just plain weirdness",psychology,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(6, 1)",QUESTIONABLE ANAGRAMS,16,"(400,)",False,The final ceremony:Real fun?,funeral,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(1, 2)",WRITERS' PLOTS,2,"(800,)",False,"Saint Martin's Churchyard in Laugharne, Wales is where this poet wound up after drinking himself to death",Dylan Thomas,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(2, 2)",WELL TRAINED,25,"(800,)",False,The 20th Century Limited took you from New York to this city where you could catch the Super Chief to Los Angeles,Chicago,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(3, 2)","THE ""BIG"" PICTURE",5,"(800,)",False,"1970:Dustin Hoffman as Jack Crabb, aged 121",Little Big Man,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(4, 2)",19th CENTURY WOMEN,13,"(800,)",False,"At her death in 1901 she had 37 great-grandchildren, including the future George VI & the czar's daughter Olga",Queen Victoria,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(5, 2)",-OLOGIES,21,"(800,)",False,Branch of biology defined as the study of organisms too small to be seen with the naked eye,microbiology,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(6, 2)",QUESTIONABLE ANAGRAMS,17,"(800,)",False,People complain there's too much of it in the movies:Nice love?,violence,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(1, 3)",WRITERS' PLOTS,3,"(1200,)",False,"In Manhattan's Trinity Cemetery, you can visit John J. Audubon as well as this ""Visit From St. Nick"" poet",Clement Clarke Moore,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(2, 3)",WELL TRAINED,26,"(1200,)",False,"This country's Central Railway takes you up 13,000 feet going from La Oroya to Cuzco",Peru,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(3, 3)","THE ""BIG"" PICTURE",8,"(1200,)",False,1987:Dennis Quaid & Ellen Barkin have a steamy romance in New Orleans,The Big Easy,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(4, 3)",19th CENTURY WOMEN,14,"(1200,)",False,In 1801 Lady Emma Hamilton bore this naval hero a daughter while both were married to other people,Admiral Nelson,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(5, 3)",-OLOGIES,22,"(1200,)",False,"Sovietology is also sometmes called this, after a structure in Moscow",Kremlinology,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(6, 3)",QUESTIONABLE ANAGRAMS,18,"(1200,)",False,"Elmer Gantry, for example:Evil's agent?",evangelist,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(1, 4)",WRITERS' PLOTS,6,"(1600,)",False,Henrik Ibsen is with his family in the Cemetery of Our Savior in this world capital,"Oslo, Norway",1,1
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(2, 4)",WELL TRAINED,27,"(1600,)",False,The name of this Paris-to-Istanbul service that began in 1873 is now on a London-to-Venice train service,Orient Express,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(3, 4)","THE ""BIG"" PICTURE",9,"(1600,)",False,2002:Frankie Muniz' stolen school essay becomes a big Hollywood movie,Big Fat Liar,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(4, 4)",19th CENTURY WOMEN,29,"(500,)",True,This woman famous for her pantaloons became president of the Iowa Woman Suffrage Society in 1871,Amelia Bloomer,0,1
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(5, 4)",-OLOGIES,23,"(1600,)",False,(Sofia of the Clue Crew at the Science Museum of Minnesota)  This device was once used in this discredited science of determining personality by reading the bumps on the skull,phrenology,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(6, 4)",QUESTIONABLE ANAGRAMS,19,"(1600,)",False,A Tennessee municipality:Hen villas?,Nashville,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(1, 5)",WRITERS' PLOTS,7,"(2000,)",False,"He's buried in Oxfordshire under a headstone that says ""Here Lies Eric Arthur Blair""",George Orwell,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(2, 5)",WELL TRAINED,28,"(2000,)",True,"The 2,461-mile-long Indian Pacific line connects the east & west coasts of this country",Australia (goes from Perth to Sydney),0,1
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(3, 5)","THE ""BIG"" PICTURE",10,"(2000,)",False,1998:Jeff Bridges is an L.A. slacker who bowls,The Big Lebowski,1,0
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(5, 5)",-OLOGIES,24,"(2000,)",False,Cornell's medical website calls this study of the functions of living organisms the oldest basic medical science,physiology,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Double Jeopardy,"(6, 5)",QUESTIONABLE ANAGRAMS,20,"(2000,)",False,Sister in a famous family of singers:Am I so modern?,Marie Osmond,0,3
4263,2003-02-26,"(Sofia: I'm at the Science Museum of Minnesota, trying to figure out what this is for; find out with me on Jeopardy!.)",Final Jeopardy,"(1, 1)",THE WESTERN HEMISPHERE,0,"(3995, 600, 8501)",False,"Of the Central American countries, it has the highest percentage of people of African descent",Belize,0,3
