epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Jeopardy,"(4, 5)",AMERICAN IDOL ALUMS,6,"(1000,)",False,"Going Van Halen-style & making his last name his band's name, he had hits with ""It's Not Over"" & ""What About Now""",Daughtry,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Jeopardy,"(5, 5)",NAKED WITHOUT THEIR PREFIXES,16,"(1000,)",False,"Without ""non-"", a synonym for ordinary or dull becomes this archaic word meaning ""said what something looked like""",descript,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Jeopardy,"(6, 5)","""H"" TOWN",11,"(3200,)",True,An inscription at the Rattenfangerhaus in this town describes a supposed 1284 event that reduced its population,Hamelin,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(1, 1)",BIOLOGY,24,"(400,)",False,This composite organism consists of a fungus & an alga living in symbiotic association; caribou rely on them in Arctic lands,a lichen,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(2, 1)",MAKE IT FLIRTY,23,"(400,)",False,Pull the last letter off a single Doc Martens to get this flirty term of endearment,boo,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(3, 1)",STATUE OF LIMITATIONS,27,"(400,)",False,Some of the wee & intricate 12th century pieces for this game found on the Isle of Lewis live at the British Museum,chess,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(4, 1)",BUSINESS,28,"(400,)",False,"Founded in 1859, it offers to digitize your cash management but still runs the armored trucks",Brinks,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(5, 1)",PEOPLE IN AMERICAN HISTORY,29,"(400,)",False,The unusual first name of this preacher born in 1639 to the Mathers of Massachusetts was a Puritan virtue/command,Increase,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(6, 1)",ACTING TEACHERS,30,"(400,)",False,"(Henry Winkler delivers the clue.)  Often called the creator of improv, Viola Spolin ran workshops for this Chicago troupe that her son co-founded; that led her to write her life's work ""Improvisation for the Theater"", which I actually have on my bookshelf",Second City,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(1, 2)",BIOLOGY,14,"(800,)",False,"From Latin for ""footprints"", this adjective refers to parts of the human body that are remnants of evolutionary history",vestigial,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(2, 2)",MAKE IT FLIRTY,1,"(800,)",False,"Remove an ""R"" from a deep-fried French finger food & you get this word for a flirty lady",coquette,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(3, 2)",STATUE OF LIMITATIONS,25,"(800,)",False,"Tiny figures of this river animal were often buried with ancient Egyptians; the Met has an 8""-long blue one nicknamed William",a hippopotomus,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(4, 2)",BUSINESS,19,"(800,)",False,Vitalik Buterin based the name of this blockchain tech on a hypothetical substance once thought to occupy all space,Ethereum,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(5, 2)",PEOPLE IN AMERICAN HISTORY,16,"(14000,)",True,In 1805 a tributary of Montana's Musselshell River was named in her honor,Sacagawea,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(6, 2)",ACTING TEACHERS,26,"(800,)",False,"(Henry Winkler delivers the clue.)  With students like Dustin Hoffman & Robert De Niro, this American director, actor & coach adapted his method from the legendary system created by Konstantin Stanislavski",Lee Strasberg,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(1, 3)",BIOLOGY,13,"(1200,)",False,"Foodies & predators beware pufferfish, whose livers & ovaries contain one of this group of poisons that can paralyze or kill",a neurotoxin,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(2, 3)",MAKE IT FLIRTY,22,"(1200,)",False,"Drop the last 2 syllables from a sub-zero number to get this, a put-down meant to pick up",neg,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(3, 3)",STATUE OF LIMITATIONS,12,"(1200,)",False,"About 22 inches tall, a whimsical fountain called the Manneken-Pis is in this capital & embodies its rebellious spirit",Brussels,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(4, 3)",BUSINESS,15,"(1200,)",False,In 2023 this Hong Kong-based airline offered cheap flights from mainland China to help boost turnout in an election,Cathay Pacific,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(5, 3)",PEOPLE IN AMERICAN HISTORY,6,"(1200,)",False,"In 1883 she added the words ""With Key to the Scriptures"" to the title of her book ""Science and Health""",Eddy,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(6, 3)",ACTING TEACHERS,21,"(1200,)",False,"(Henry Winkler delivers the clue.)  ""Think before you act"" & ""act before you think"" are integral to the practical aesthetics technique created in the early 1980s by these two men, a playwright & an actor",Mamet & Macy,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(1, 4)",BIOLOGY,9,"(1600,)",False,Electroreceptors around the snout of sharks are called ampullae of this Italian name,Lorenzini,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(2, 4)",MAKE IT FLIRTY,8,"(12000,)",True,The evolution of English dropped 3 letters from an imaginary creature to get this type of exotic seductress,vamp,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(3, 4)",STATUE OF LIMITATIONS,7,"(1600,)",False,"Less than 5 inches tall, the prehistoric ""Venus"" is named for this Austrian place where she was found",Willendorf,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(4, 4)",BUSINESS,18,"(1600,)",False,"This company that's banked on GeForce tech in the past flexed its AI muscle in recent years, increasing stock value by over 200%",Nvidia,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(5, 4)",PEOPLE IN AMERICAN HISTORY,4,"(1600,)",False,In 1791 he sent Thomas Jefferson a copy of his almanac & a letter asking for better conditions for Black people,Banneker,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(6, 4)",ACTING TEACHERS,5,"(1600,)",False,"(Henry Winkler delivers the clue.)  The creators of ""Barry"" base one of Gene Cousineau's acting exercises on one that I did at Yale under this great acting coach, who also instructed her students ""Don't be boring""",(Stella) Adler,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(1, 5)",BIOLOGY,10,"(2000,)",False,"cancer.gov says this subunit of DNA consists of ""a nitrogen-containing base... a phosphate group & a sugar molecule""",a nucleotide,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(2, 5)",MAKE IT FLIRTY,20,"(2000,)",False,Add 3 letters to the end of a musical art form & get this word for an adept flirter,operator,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(3, 5)",STATUE OF LIMITATIONS,11,"(2000,)",False,"Ceramicist Edmund de Waal wrote of inheriting 264 of these tiny intricate Japanese figurines in ""The Hare with the Amber Eyes""",netsuke,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(4, 5)",BUSINESS,17,"(2000,)",False,This controversial CIO of ARK Innovation ETF said she was inspired by the Holy Spirit to begin the fund,Cathie Wood,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(5, 5)",PEOPLE IN AMERICAN HISTORY,3,"(2000,)",False,"In 1869 this explorer noted that the walls of the Grand Canyon were ""2,500 feet tall"" & of ""vermilion gleams & rosy hues""",Powell,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Double Jeopardy,"(6, 5)",ACTING TEACHERS,2,"(2000,)",False,"(Henry Winkler delivers the clue.)  Spontaneous repetition was part of the technique of this acting instructor, nicknamed ""Sandy""--& remember, contestants, he said it takes 20 years to be a master",Meisner,0,0
jm_36,2024-05-20,2024 Jeopardy! Masters semifinal game 4.,Final Jeopardy,"(1, 1)",21st CENTURY LITERARY CHARACTERS,0,(),False,"The last name adopted by Damon Fields, the title character of this novel, refers to his red hair",Demon Copperhead,0,0
