epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(5, 2)",A BROAD-BASED MOVEMENT,27,"(400,)",False,The YWCA,Young Women\'s Christian Association,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(6, 2)",BODY LANGUAGE,22,"(400,)",False,"Something extremely obvious is ""as plain as"" this",the nose on your face,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(1, 3)","""P""-RUSSIA",18,"(1000,)",True,This 1904 Nobel winner was director of the physiology dept. at the Institute of Experimental Medicine,Ivan Pavlov,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(2, 3)",GAME SHOW FORMATS,9,"(600,)",False,A member of the opposite sex asks questions of 3 hidden contestants & then picks 1 to go out with,The Dating Game,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(3, 3)",THE 7 WONDERS,5,"(600,)",False,"Made of bronze, it was destroyed by an earthquake in 224 B.C.",Colossus of Rhodes,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(4, 3)",WESTMINSTER ABBEY,14,"(600,)",False,"(Cheryl of the Clue Crew reporting from London)  Over 30 million of Britain's 58 million people watched this event from Westminster Abbey September 6, 1997",Princess Diana\'s Funeral,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(5, 3)",A BROAD-BASED MOVEMENT,28,"(600,)",False,The LPGA,Ladies Professional Golf Association,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(6, 3)",BODY LANGUAGE,23,"(600,)",False,"If you have a desire to travel, these are ""itchy""",your feet,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(1, 4)","""P""-RUSSIA",19,"(800,)",False,"Russian for ""restructuring"", it was part of Gorbachev's effort to fix the economy",perestroika,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(2, 4)",GAME SHOW FORMATS,10,"(800,)",False,2 contestants try to duplicate the answers given by 6 celebrities to funny fill-in-the-blank sentences,The Match Game,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(3, 4)",THE 7 WONDERS,6,"(800,)",False,An earthquake in the 13th century signaled the loss of this -- signal,Lighthouse at Alexandria,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(4, 4)",WESTMINSTER ABBEY,15,"(800,)",False,"In the fall of 1939 these talented boys had to be evacuated from the abbey to Sussex, but they were back in 1947",the choirboys,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(5, 4)",A BROAD-BASED MOVEMENT,29,"(800,)",False,NOW,National Organization for Women,1,1
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(6, 4)",BODY LANGUAGE,24,"(800,)",False,"No one would understand if you literally ""spoke wth"" this -- it means what was said is meant to be humorous",tongue-in-cheek,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(1, 5)","""P""-RUSSIA",20,"(1000,)",False,"This composer's ""Peter and the Wolf"" is for narrator & orchestra",Sergei Prokofiev,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(2, 5)",GAME SHOW FORMATS,11,"(1000,)",False,3 people all claim to be the same specific person,To Tell the Truth,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(3, 5)",THE 7 WONDERS,7,"(1000,)",False,"As always, invading Goths got the blame for destroying her temple at Ephesus",Artemis/Diana,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(4, 5)",WESTMINSTER ABBEY,16,"(1000,)",False,"His body came to Westminster Abbey from Africa, arriving after an 11-month journey in 1874",Dr. David Livingstone,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(5, 5)",A BROAD-BASED MOVEMENT,30,"(1000,)",False,They sponsor debates:the LWV,League of Women Voters,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Jeopardy,"(6, 5)",BODY LANGUAGE,25,"(1000,)",False,"An automatic or unthinking response, like when the doctor taps your patellar tendon",knee-jerk reaction,1,1
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(1, 1)",PRUSSIA,15,"(400,)",False,The state of Prussia was legally abolished in this decade of the 20th century,1940s (1947),0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(2, 1)",ANAGRAMMED AUTHORS,14,"(400,)",False,Writer of 37 plays & 154 sonnets:We all make his praise,William Shakespeare,1,1
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(3, 1)",THE MOON,3,"(400,)",False,The number of times the moon rotates on its axis during each trip around the Earth,1,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(4, 1)",TAKE THE KIDS!,1,"(400,)",False,"If you stay at Cradle Mountain Lodge in this country, your tykes may get to see some Tasmanian devils",Australia,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(5, 1)",SHOW BIZ DADS,8,"(400,)",False,"Liza's dad, he staged musical numbers for movies before he started directing them",Vincente Minnelli,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(6, 1)","SPECIAL ""K""",10,"(400,)",False,These gold coins introduced in 1967 are minted in the South African city of Centurion,Krugerrands,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(1, 2)",PRUSSIA,16,"(1800,)",True,"Prussia got its start as the German district of this, found in the title of Bach concertos",Brandenburg,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(2, 2)",ANAGRAMMED AUTHORS,19,"(800,)",False,"A scandalous Irishman, my parents were also writers:I lace words",Oscar Wilde,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(3, 2)",THE MOON,4,"(800,)",False,"At 183 miles wide & 13,000 feet deep, Bailly is the largest distinct one of these",crater,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(4, 2)",TAKE THE KIDS!,2,"(800,)",False,Pinching pennies?  The Lincoln Park Zoo in this Midwest city has something rare: free admission,Chicago,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(5, 2)",SHOW BIZ DADS,9,"(800,)",False,"This star of ""Going My Way"" left Gary & his other sons a trust fund they couldn't touch until age 65",Bing Crosby,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(6, 2)","SPECIAL ""K""",11,"(800,)",False,"In 1968 this American leader prophetically shared, ""I've looked over and I've seen the promised land""","Dr. Martin Luther King, Jr.",1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(1, 3)",PRUSSIA,17,"(1200,)",False,"Wilhelm I's prime minister & imperial chancellor, he certainly ironed out Prussia's problems",Otto von Bismarck,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(2, 3)",ANAGRAMMED AUTHORS,20,"(1200,)",False,"This American adventurist armed his boat & hunted German subs in the Caribbean during WWII:Weighty man, sneer",Ernest Hemingway,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(3, 3)",THE MOON,5,"(1200,)",False,"This rugged lunar mountain range that shares its name with an Italian range rises to over 15,000 feet",Apennines,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(4, 3)",TAKE THE KIDS!,24,"(1200,)",False,"Eek!  A frightening ""Fearfall"" at Universal Orlando is named for this ""doctor"", the Fantastic Four's foe",Doctor Doom,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(6, 3)","SPECIAL ""K""",12,"(1200,)",False,"Considering her an exemplary figure, George Bernard Shaw said to her, ""I wish all Americans were as blind as you""",Helen Keller,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(1, 4)",PRUSSIA,18,"(1600,)",False,In the Franco-Prussian War France lost this hyphenated territory that it & Germany still wrangle over,Alsace-Lorraine,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(2, 4)",ANAGRAMMED AUTHORS,21,"(1600,)",False,"He hated ""busyness"" & built the cabin he lived in:A very hidden author",Henry David Thoreau,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(3, 4)",THE MOON,6,"(1600,)",True,"In the first words spoken from the moon's surface, these 4 words follow ""Houston.  Tranquility Base here...""","""The Eagle has Landed""",1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(4, 4)",TAKE THE KIDS!,26,"(1600,)",False,"Sand yachting across the dunes will thrill your kids at De Panne, 16 miles southwest of Ostend in this country",Belgium,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(6, 4)","SPECIAL ""K""",13,"(1600,)",False,It stands in the center of Saudi Arabia's Grand Mosque,the Kaaba,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(1, 5)",PRUSSIA,25,"(2000,)",False,"A Prussian maritime provimce is thought to be the original name of this dog, seen here",Pomeranian,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(2, 5)",ANAGRAMMED AUTHORS,23,"(2000,)",False,"A poet who became a senator of the Irish Free State:I'm a subtle wit, really",William Butler Yeats,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(3, 5)",THE MOON,7,"(2000,)",False,"On Dec. 24, 1968 the crew from this U.S. lunar mission became the first men to look upon the moon's far side",Apollo 8,0,3
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Double Jeopardy,"(6, 5)","SPECIAL ""K""",22,"(2000,)",False,"(Sofia of the Clue Crew reports)  From the Japanese for ""pattern"", it's the general name for a choreographed karate training sequence",kata,1,0
4222,2002-12-31,(Cheryl: We're at Westminster Abbey; stay tuned to find out more on Jeopardy!),Final Jeopardy,"(1, 1)",SOUTH AMERICA,0,"(3599, 3201, 10000)",False,"Alphabetically, they're the first & last of the 7 countries where the Andes are found",Argentina & Venezuela,1,2
