epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(3, 3)",TRICKY NUMBERS,18,"(600,)",False,The number of stars on the U.S. flag divided by the number of U.S. states not in North America,50 (50÷1 (Hawaii)),0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(4, 3)",GERMAN SCIENCE,23,"(600,)",False,Max Born taught this subject at the University of Gottingen & won a Nobel Prize in it,physics,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(5, 3)",NOTORIOUS,28,"(600,)",False,"In the '70s in New York, David Berkowitz went by this infamous nickname","""Son of Sam""",1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(6, 3)",IN THE DICTIONARY,3,"(600,)",False,"An auxilliary building near the main one, or to attach a territory to an existing state or nation",annex,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(1, 4)",THE 1960s,8,"(800,)",False,In 1968 work began on this project that stretched from the North Slope by Prudhoe Bay to the port of Valdez,Trans-Alaska Pipeline,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(2, 4)","MUSICAL ""UP""s & ""DOWN""s",14,"(800,)",False,"(Hi, I'm KC of KC and the Sunshine Band)  My band's first No. 1 hit was this song that's been featured in a Budweiser ad & in Eddie Murphy's ""Dr. Dolittle""","""Get Down Tonight""",1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(3, 4)",TRICKY NUMBERS,19,"(800,)",False,Temperature in degrees Fahrenheit equal to -40 degrees Celsius,-40,1,1
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(4, 4)",GERMAN SCIENCE,24,"(800,)",False,"""Psychopathia Sexualis"" author Krafft-Ebing found the link between this disease & the mental decay called paresis",syphilis,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(5, 4)",NOTORIOUS,29,"(800,)",False,In 1935 she & her favorite son Fred died during a shootout with FBI agents,Ma Barker,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(6, 4)",IN THE DICTIONARY,4,"(800,)",False,"The word roulette is from Old French for ""small"" this, though it's a big part of the game",wheel,1,1
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(1, 5)",THE 1960s,9,"(2600,)",True,Seasonal name given the liberalization program Alexander Dubcek set up in 1968 in Czechoslovakia,Prague Spring,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(2, 5)","MUSICAL ""UP""s & ""DOWN""s",15,"(1000,)",False,In 1991 Elton John re-recorded this song live with George Michael,"""Don\'t Let the Sun Go Down on Me""",1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(3, 5)",TRICKY NUMBERS,20,"(1000,)",False,"If you were to spell out the numbers, it's how far you'd have to go before using the letter A",one thousand,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(4, 5)",GERMAN SCIENCE,25,"(1000,)",False,"Nicolaier produced this disease in animals by injecting then with soil, & maybe watching their little jaws lock",tetanus,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Jeopardy,"(6, 5)",IN THE DICTIONARY,11,"(1000,)",False,"As an adverb, it means ""thus"" or ""so""; as a verb, it means to urge a dog to attack",sic,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(1, 1)",LET'S VISIT BELIZE,6,"(400,)",False,"(Sarah of the Clue Crew at the Xunantunich Mayan archaeological site in Belize)  Towering 130 feet, one of the largest pyramids in Belize is called El Castillo, which means this in English",The Castle,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(2, 1)",UNREAL ESTATE,23,"(400,)",False,"Pickwick & his pals visit Manor Farm at Dingley Dell in this author's ""Pickwick Papers""",Charles Dickens,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(3, 1)",NAME THE ARTIST,21,"(400,)",False,"""A Sunday Afternoon on the Island of La Grand Jatte""",Georges Seurat,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(4, 1)",DOUGH,1,"(400,)",False,"It means to work dough by pressing, folding & stretching it",kneading,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(5, 1)",RAY,16,"(400,)",False,"In 1962 he won a Grammy for ""I Can't Stop Loving You""",Ray Charles,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(6, 1)","""ME""",11,"(400,)",False,It can refer to someone who is bad-tempered or something of intermediate value,mean,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(1, 2)",LET'S VISIT BELIZE,7,"(800,)",False,"The Belize Online website suggests these transparent boats ""to snorkel without getting wet""",glass-bottomed boats,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(2, 2)",UNREAL ESTATE,24,"(800,)",False,"Wellwood is the home of the ill-mannered Bloomfield children in this Bronte sister's novel ""Agnes Grey""",Anne Bronte,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(3, 2)",NAME THE ARTIST,22,"(800,)",False,"""Haystacks at Chailly at Sunrise""(1865)",Claude Monet,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(4, 2)",DOUGH,2,"(800,)",False,"A cylinder of dough filled with chopped Chinese vegetables, or an eastertime event at the White House",egg roll,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(5, 2)",RAY,17,"(800,)",False,"On February 5, 1943 Jake La Motta handed this ""sweet"" boxer his first career defeat in 130 bouts",Sugar Ray Robinson,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(6, 2)","""ME""",12,"(800,)",False,"From the Middle English for ""lean"", it's unsatisfactory in substance, quality or size",meager,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(1, 3)",LET'S VISIT BELIZE,8,"(1200,)",False,(Sarah of the Clue Crew in Belize City)  Belize has a holiday every May to recognize this group of about 50 nations to which it belongs,British Commonwealth,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(2, 3)",UNREAL ESTATE,25,"(1200,)",False,"Sir Hildebrand Osbaldistone is the hard-drinking lord of Osbaldistone Hall in this man's novel ""Rob Roy""",Sir Walter Scott,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(3, 3)",NAME THE ARTIST,28,"(1200,)",False,"""The Jewish Bride""(1665)",Rembrandt,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(4, 3)",DOUGH,3,"(1200,)",False,"Originating in Naples, it's an Italian turnover made of pizza dough & stuffed with meats, cheese & vegetables",calzone,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(5, 3)",RAY,18,"(1200,)",False,All 7 of his novels featured detective Philip Marlowe,Raymond Chandler,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(6, 3)","""ME""",13,"(1200,)",False,"She wrote extensively about island teens in her bestseller ""Coming of Age in Samoa""",Margaret Mead,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(1, 4)",LET'S VISIT BELIZE,9,"(2000,)",True,The first line of Belize's national anthem mentions this body of water,Caribbean Sea,0,1
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(2, 4)",UNREAL ESTATE,26,"(1600,)",False,"Worsted Skeynes is ""The Country Home"" in the title of a 1907 novel by this ""Forsyte Saga"" author",John Galsworthy,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(3, 4)",NAME THE ARTIST,29,"(1600,)",True,"""Pelvis With Moon""(1943)",Georgia O\'Keeffe,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(4, 4)",DOUGH,4,"(1600,)",False,"The dough for this flaky German pastry whose name means ""whirlpool"" was inspired by baklava, a Turkish pastry",strudel,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(5, 4)",RAY,19,"(1600,)",False,"Also famous for playing a good guy, he played the murderer that Jimmy Stewart spies on in ""Rear Window""",Raymond Burr,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(6, 4)","""ME""",14,"(1600,)",False,Intervention to settle disputes,mediation,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(1, 5)",LET'S VISIT BELIZE,10,"(2000,)",False,(Sarah of the Clue Crew at Xunantunich)  Rainforests are a key to this term...,biodiversity,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(2, 5)",UNREAL ESTATE,27,"(2000,)",False,Most of this kids' book by Frances Hodgson Burnett takes place at Misselthwaite Manor in Yorkshire,"""The Secret Garden""",0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(3, 5)",NAME THE ARTIST,30,"(2000,)",False,"""Lavender Mist""(1950)",Jackson Pollock,0,3
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(4, 5)",DOUGH,5,"(2000,)",False,"Bourekia, a Greek speciialty, consists of meat or vegetables wrapped in this pastry dough",phyllo,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(5, 5)",RAY,20,"(2000,)",False,Seen here is a work by this pioneering American avant-garde artist,Man Ray,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Double Jeopardy,"(6, 5)","""ME""",15,"(2000,)",False,One of these particles consists of a quark & an antiquark,meson,1,0
4180,2002-11-01,"(Sarah: On Jeopardy! today we solve the mysteries of Mayan ruins, well, some of them; stay tuned!)",Final Jeopardy,"(1, 1)",BUSINESS GEOGRAPHY,0,"(0, 10998, 0)",False,The U.S. company that now has the greatest revenues is HQ'd in this state that's near the bottom in household income,Arkansas (Wal-Mart),1,2
